1,0.219954,0.142682
2,0.246338,0.186704
3,0.257806,0.238405
4,0.256935,0.214516
5,0.251583,0.250836
6,0.271886,0.191694
7,0.328032,0.212693
8,0.357986,0.219989
9,0.377129,0.251634
10,0.3704,0.293986
11,0.346666,0.241136
12,0.338061,0.272214
13,0.333135,0.247912
14,0.333186,0.201746
15,0.336523,0.221341
16,0.337299,0.207949
17,0.33385,0.178531
18,0.333031,0.213605
19,0.331406,0.143939
20,0.328715,0.196014
21,0.328477,0.138331
22,0.333858,0.154973
23,0.338176,0.152182
24,0.349088,0.152374
25,0.351444,0.181588
26,0.352014,0.15607
27,0.358316,0.160718
28,0.381795,0.165885
29,0.435288,0.246406
30,0.499071,0.313148
31,0.533154,0.30833
32,0.545812,0.397831
33,0.543402,0.398488
34,0.573903,0.225464
35,0.636028,0.231091
36,0.677336,0.269185
37,0.673422,0.345566
38,0.663889,0.432257
39,0.695572,0.322864
40,0.773278,0.264174
41,0.848104,0.297712
42,0.876931,0.355961
43,0.88997,0.371077
44,0.902111,0.359926
45,0.903099,0.403809
46,0.907832,0.41267
47,0.911598,0.470097
48,0.914186,0.460335
49,0.916224,0.427198
50,0.915181,0.373428
51,0.913592,0.401166
52,0.911657,0.414757
53,0.912315,0.255584
54,0.910824,0.318961
55,0.90893,0.403459
56,0.909728,0.336596
57,0.90944,0.336424
58,0.908222,0.332931
59,0.906499,0.434483
60,0.907736,0.300534
61,0.909257,0.357894
62,0.906704,0.304189
63,0.905359,0.317187
64,0.906412,0.362878
65,0.906786,0.268649
66,0.906699,0.303447
67,0.906023,0.308472
68,0.905959,0.372333
69,0.905675,0.265994
70,0.90447,0.366756
71,0.905003,0.299992
72,0.905036,0.313476
73,0.905388,0.323863
74,0.905355,0.208898
75,0.904232,0.339333
76,0.905765,0.283789
77,0.906772,0.29394
78,0.906279,0.300414
79,0.906205,0.286386
80,0.905389,0.353557
81,0.906365,0.324872
82,0.906307,0.356094
83,0.905719,0.255061
84,0.905593,0.190822
85,0.905026,0.359385
86,0.905866,0.273137
87,0.906418,0.227305
88,0.907376,0.290743
89,0.907725,0.308237
90,0.906507,0.43271
91,0.907184,0.293628
92,0.909036,0.265337
93,0.908412,0.353642
94,0.90765,0.307123
95,0.907536,0.381829
96,0.907799,0.429789
97,0.907663,0.491081
98,0.911924,0.590651
99,0.91999,0.711916
100,0.923284,0.692548
101,0.933972,0.67304
102,0.932203,0.645471
103,0.922833,0.624852
104,0.924601,0.649365
105,0.919957,0.620901
106,0.924779,0.623309
107,0.923064,0.635281
108,0.930834,0.601121
109,0.93337,0.592585
110,0.929781,0.587092
111,0.926038,0.588343
112,0.911276,0.578631
113,0.895279,0.596858
114,0.88485,0.65109
115,0.872876,0.577909
116,0.819265,0.570717
117,0.581812,0.547111
118,0.496841,0.515318
119,0.518099,0.488771
120,0.448948,0.428017
121,0.423509,0.432217
122,0.406971,0.392641
123,0.358605,0.375688
124,0.297505,0.278198
125,0.329204,0.299087
126,0.363814,0.381536
127,0.445149,0.449076
128,0.530665,0.439222
129,0.417656,0.385536
130,0.267494,0.25883
131,0.15893,0.217259
132,0.128474,0.293879
133,0.127162,0.351636
134,0.166499,0.224456
135,0.404806,0.351098
136,0.542951,0.385654
137,0.3187,0.27222
138,0.185697,0.190236
139,0.140357,0.207812
140,0.140446,0.162808
141,0.18287,0.1301
142,0.484491,0.295424
143,0.81431,0.292088
144,0.661405,0.268765
145,0.371147,0.264167
146,0.206295,0.217918
147,0.140846,0.181285
148,0.136627,0.197599
149,0.138053,0.158272
150,0.138087,0.19896
151,0.143176,0.192584
152,0.187639,0.12876
153,0.241974,0.202089
154,0.229068,0.221149
155,0.19217,0.221517
156,0.162363,0.185637
157,0.146319,0.120018
158,0.153088,0.136522
159,0.142367,0.0956208
160,0.239545,0.164137
161,0.204852,0.172066
162,0.132222,0.248012
163,0.178856,0.148455
164,0.185256,0.155388
165,0.136098,0.177561
166,0.155229,0.112966
167,0.152013,0.138412
168,0.190379,0.129305
169,0.238361,0.179366
170,0.190917,0.239969
171,0.13867,0.18191
172,0.136318,0.187718
173,0.136011,0.234943
174,0.137558,0.304745
175,0.136486,0.271127
176,0.195048,0.114666
177,0.333422,0.306626
178,0.342152,0.375881
179,0.289194,0.324006
180,0.223797,0.235269
181,0.216009,0.236261
182,0.211739,0.244934
183,0.254099,0.225773
184,0.256374,0.227136
185,0.258595,0.245956
186,0.264153,0.273807
187,0.257194,0.31019
188,0.251282,0.269521
189,0.253178,0.221912
190,0.254046,0.229993
191,0.255087,0.210647
192,0.255609,0.159749
193,0.266355,0.153012
194,0.263249,0.127325
195,0.26213,0.194953
196,0.266473,0.172285
197,0.279384,0.14245
198,0.355055,0.238828
199,0.551197,0.269366
200,0.815817,0.293854
201,0.898213,0.366111
202,0.90613,0.406776
203,0.909091,0.447568
204,0.911289,0.354215
205,0.905544,0.345609
206,0.905798,0.380524
207,0.899965,0.335544
208,0.906515,0.384482
209,0.900408,0.312761
210,0.884169,0.319903
211,0.879273,0.322728
212,0.879624,0.340485
213,0.872875,0.365012
214,0.869983,0.299005
215,0.869751,0.344135
216,0.867764,0.324172
217,0.866044,0.282594
218,0.867768,0.28019
219,0.868055,0.218551
220,0.86891,0.320518
221,0.868655,0.28414
222,0.867633,0.286638
223,0.868519,0.305703
224,0.867746,0.231645
225,0.868292,0.342265
226,0.867049,0.308793
227,0.867126,0.272778
228,0.868919,0.317093
229,0.86963,0.303577
230,0.871662,0.317484
231,0.872108,0.301925
232,0.872711,0.326625
233,0.872662,0.396904
234,0.87189,0.329392
235,0.871874,0.423825
236,0.87122,0.392183
237,0.869992,0.298959
238,0.870386,0.379248
239,0.871034,0.402795
240,0.870623,0.316268
241,0.870762,0.288087
242,0.871912,0.272731
243,0.871394,0.31721
244,0.871518,0.379871
245,0.871727,0.390157
246,0.872256,0.36327
247,0.871439,0.328917
248,0.872671,0.3263
249,0.872958,0.348623
250,0.873588,0.366222
251,0.874051,0.384218
252,0.874026,0.330596
253,0.874078,0.328838
254,0.870815,0.320933
255,0.872263,0.428704
256,0.876538,0.422272
257,0.877196,0.417241
258,0.876583,0.342008
259,0.876031,0.330582
260,0.875863,0.308209
261,0.876285,0.328767
262,0.876974,0.336454
263,0.876519,0.229591
264,0.876077,0.354315
265,0.875932,0.306363
266,0.875261,0.282075
267,0.876695,0.394505
268,0.87626,0.40417
269,0.875825,0.313269
270,0.87652,0.301383
271,0.877085,0.45009
272,0.87684,0.37189
273,0.876186,0.303899
274,0.877479,0.436863
275,0.876552,0.429588
276,0.876098,0.379681
277,0.87685,0.377977
278,0.877381,0.352197
