1,0.203714
2,0.229376
3,0.274772
4,0.240469
5,0.268607
6,0.247024
7,0.347564
8,0.330699
9,0.400991
10,0.348217
11,0.371589
12,0.316132
13,0.355734
14,0.310677
15,0.358622
16,0.314936
17,0.356553
18,0.310867
19,0.353737
20,0.307276
21,0.349943
22,0.311147
23,0.360052
24,0.3255
25,0.374446
26,0.328216
27,0.381477
28,0.35243
29,0.457608
30,0.461053
31,0.566572
32,0.508945
33,0.579889
34,0.529093
35,0.672239
36,0.631498
37,0.719277
38,0.620109
39,0.735262
40,0.713032
41,0.899398
42,0.817231
43,0.947527
44,0.841756
45,0.963215
46,0.846735
47,0.972024
48,0.852916
49,0.977323
50,0.85425
51,0.974708
52,0.850931
53,0.972986
54,0.850577
55,0.969597
56,0.849092
57,0.970069
58,0.847906
59,0.966969
60,0.847026
61,0.969787
62,0.846534
63,0.965791
64,0.845775
65,0.967404
66,0.846281
67,0.966462
68,0.845597
69,0.966084
70,0.844236
71,0.96524
72,0.844785
73,0.965642
74,0.845027
75,0.964645
76,0.845119
77,0.967289
78,0.845888
79,0.966674
80,0.844939
81,0.966725
82,0.845907
83,0.966167
84,0.845251
85,0.965423
86,0.845417
87,0.966854
88,0.84683
89,0.968191
90,0.84619
91,0.967451
92,0.848395
93,0.969119
94,0.847144
95,0.968084
96,0.847134
97,0.968299
98,0.850323
99,0.980963
100,0.86115
101,0.994899
102,0.871454
103,0.984689
104,0.86323
105,0.981263
106,0.863239
107,0.984215
108,0.868197
109,0.996274
110,0.866853
111,0.989617
112,0.8511
113,0.957685
114,0.82535
115,0.932661
116,0.780586
117,0.644514
118,0.463994
119,0.552529
120,0.425964
121,0.451986
122,0.381027
123,0.391396
124,0.278949
125,0.3452
126,0.336492
127,0.46102
128,0.4993
129,0.46146
130,0.262298
131,0.178834
132,0.120428
133,0.135665
134,0.142146
135,0.40257
136,0.515297
137,0.365513
138,0.181936
139,0.151794
140,0.130824
141,0.185466
142,0.398784
143,0.859679
144,0.655802
145,0.411792
146,0.207011
147,0.1522
148,0.127584
149,0.147058
150,0.128632
151,0.152353
152,0.166703
153,0.256026
154,0.21726
155,0.208121
156,0.15405
157,0.156224
158,0.144174
159,0.151205
160,0.216268
161,0.229016
162,0.124454
163,0.182956
164,0.177967
165,0.14851
166,0.142461
167,0.163902
168,0.170093
169,0.252334
170,0.18837
171,0.149813
172,0.12714
173,0.145135
174,0.12821
175,0.145329
176,0.174026
177,0.339783
178,0.326386
179,0.316344
180,0.211501
181,0.230455
182,0.196552
183,0.266863
184,0.239369
185,0.274811
186,0.247275
187,0.275079
188,0.234787
189,0.269704
190,0.237044
191,0.272149
192,0.238016
193,0.283155
194,0.245921
195,0.27951
196,0.248028
197,0.295505
198,0.319156
199,0.561473
200,0.744829
201,0.954432
202,0.846511
203,0.968742
204,0.850812
205,0.966404
206,0.845784
207,0.960119
208,0.845999
209,0.961678
210,0.826531
211,0.937923
212,0.821275
213,0.931881
214,0.811946
215,0.927818
216,0.810104
217,0.92393
218,0.809723
219,0.926013
220,0.81098
221,0.926574
222,0.809884
223,0.926245
224,0.809991
225,0.926139
226,0.809276
227,0.924906
228,0.810767
229,0.927626
230,0.813457
231,0.930083
232,0.814579
233,0.930821
234,0.813877
235,0.929958
236,0.813293
237,0.928013
238,0.812256
239,0.929076
240,0.812553
241,0.928807
242,0.813714
243,0.929443
244,0.813433
245,0.92967
246,0.814176
247,0.929546
248,0.814391
249,0.931167
250,0.815166
251,0.93241
252,0.8157
253,0.932244
254,0.813447
255,0.929597
256,0.818105
257,0.935573
258,0.818164
259,0.934613
260,0.817243
261,0.934905
262,0.818388
263,0.935024
264,0.817726
265,0.934393
266,0.816971
267,0.934956
268,0.817883
269,0.934256
270,0.817966
271,0.935556
272,0.818504
273,0.934522
274,0.8191
275,0.935016
276,0.81774
277,0.935179
278,0.818768
279,0.939821
280,0.828611
281,0.960972
282,0.85278
283,0.981682
284,0.854851
285,0.967243
286,0.850943
287,0.977951
288,0.852237
289,0.946819
290,0.805726
291,0.884808
292,0.740999
293,0.796558
294,0.574737
295,0.621068
296,0.669681
297,0.804465
298,0.720318
299,0.816211
300,0.653653
301,0.84083
302,0.834292
303,0.985605
304,0.849911
305,0.938293
306,0.77959
307,0.909051
308,0.799212
309,0.846618
310,0.77799
311,0.915003
312,0.744455
313,0.651326
314,0.493411
315,0.722622
316,0.650773
317,0.522485
318,0.2372
319,0.171156
320,0.126619
321,0.143971
322,0.128334
323,0.14943
324,0.132855
325,0.150999
326,0.131936
327,0.149364
328,0.131752
329,0.245367
330,0.253996
331,0.20545
332,0.196455
333,0.274665
334,0.177711
335,0.153068
336,0.143152
337,0.162867
338,0.230609
339,0.394384
340,0.255663
341,0.199636
342,0.132038
343,0.14319
344,0.126225
345,0.143422
346,0.126711
347,0.143954
348,0.126308
349,0.144139
350,0.127242
351,0.168829
352,0.208401
353,0.256163
354,0.321601
355,0.404784
356,0.358763
357,0.432823
358,0.440996
359,0.445752
360,0.401464
361,0.481958
362,0.444633
363,0.537698
364,0.516
365,0.590274
366,0.507047
367,0.64773
368,0.747195
369,0.919906
370,0.828899
371,0.949397
372,0.826786
373,0.947537
374,0.83657
375,0.952204
376,0.832958
377,0.959401
378,0.841632
379,0.964648
380,0.84444
381,0.966392
382,0.846463
Time:85176
